"time","t_step","y","lb_50","ub_50","lb_95","ub_95","location"
2022-08-09,1,363.403645501834,352.582960496124,373.937112498527,332.456731654087,395.231560475807,"NZ"
2022-08-10,2,353.801030765525,344.872216022379,362.49724929101,328.538931935534,379.567117895357,"NZ"
2022-08-11,3,344.614334826888,336.917020145824,351.919019226528,323.054354646715,366.325586383532,"NZ"
2022-08-12,4,335.469285472396,328.95475838049,341.825443579045,316.858568693477,354.299918090798,"NZ"
2022-08-13,5,326.684231297534,320.659895852156,332.441631789401,309.280506176238,343.939912740724,"NZ"
2022-08-14,6,317.955326860564,312.422959501675,323.438190148255,301.614796215183,334.193705481384,"NZ"
2022-08-15,7,309.504992698931,304.102465171649,314.871224887287,293.795921640791,325.246704964716,"NZ"
2022-08-16,8,301.099446298086,295.772283144102,306.352440041177,285.696515317724,316.425646095157,"NZ"
2022-08-17,9,292.806225852094,287.574684549439,297.874457878978,277.727176554025,307.833411184904,"NZ"
2022-08-18,10,284.452808302278,279.260476464868,289.511463285608,269.708051195618,299.390942029104,"NZ"
2022-08-19,11,276.138189346969,271.0307220951,281.033022305503,261.591647096672,290.860080323267,"NZ"
2022-08-20,12,267.644152663605,262.794719780012,272.522439441756,253.414188685392,282.175771418238,"NZ"
2022-08-21,13,259.156550032236,254.464611843912,264.011425600666,245.42608468159,273.450650814256,"NZ"
2022-08-22,14,250.872523330798,246.298918114613,255.665463086119,237.426338067904,264.824847050286,"NZ"
2022-08-23,15,242.851367556574,238.285624866061,247.440670841848,229.680139141643,256.202648940591,"NZ"
2022-08-24,16,235.080698720714,230.579245030328,239.48829964299,222.087130959619,248.338060642957,"NZ"
2022-08-25,17,227.586045092318,223.166505106866,231.889990436296,215.158622362949,240.428289946185,"NZ"
2022-08-26,18,220.438760216813,216.155616678481,224.65860687467,208.355371891306,232.765864066136,"NZ"
2022-08-27,19,213.605310681238,209.387773303072,217.736286103291,201.613947432981,225.873719185954,"NZ"
2022-08-28,20,207.033526804364,202.889981549957,211.118313629284,195.260175682805,219.195983881088,"NZ"
2022-08-29,21,200.738201995589,196.714485725108,204.790196098288,189.152025756934,212.678989984093,"NZ"
2022-08-30,22,194.780238720611,190.857245827865,198.774519296509,183.486298932045,206.557646528176,"NZ"
2022-08-31,23,189.023003603185,185.171217697633,192.914929040317,177.948431693078,200.631123448256,"NZ"
2022-09-01,24,183.349982325914,179.517628592356,187.242055221641,172.373771979989,194.709576180555,"NZ"
2022-09-02,25,177.700113322831,173.921558977326,181.571664270613,166.988714110144,189.06366193839,"NZ"
2022-09-03,26,171.984034206736,168.313422264853,175.8279439261,161.375406111972,183.238603269429,"NZ"
2022-09-04,27,166.194090409189,162.594692262001,170.011014589539,156.001303599507,177.330754273226,"NZ"
2022-09-05,28,160.336201628229,156.805798923341,164.061320240114,150.381817219245,171.129681814827,"NZ"
2022-09-06,29,154.404517226474,150.892769202134,158.04174291262,144.645105040276,165.043483839668,"NZ"
2022-09-07,30,148.31044561635,144.929514095362,151.918858116054,138.825468905863,158.907919896733,"NZ"
2022-09-08,31,142.159678406078,138.862595562282,145.687811190392,132.909632801501,152.601194333148,"NZ"
2022-09-09,32,135.948371017066,132.867190560859,139.311152438677,126.962820802886,145.882439647835,"NZ"
2022-09-10,33,129.75100382142,126.826609690152,132.956104022679,121.012000907679,139.369363561172,"NZ"
2022-09-11,34,123.703417778297,120.902154909306,126.738155174544,115.225034894753,132.953756432494,"NZ"
2022-09-12,35,117.789520581227,115.073325445045,120.695731395672,109.54730109679,126.752716526201,"NZ"
