"time","t_step","y","lb_50","ub_50","lb_95","ub_95","prop","location"
2022-08-03,2,-0.0218160451915232,-0.0285260759081962,-0.0151350708171487,-0.0415095960399202,-0.00247039240246015,0.016,"NZ"
2022-08-04,3,-0.0216362369177503,-0.0275718254626962,-0.0155503683605793,-0.0389287161621456,-0.00407274208675103,0.009625,"NZ"
2022-08-05,4,-0.0214400576444485,-0.0266581606759002,-0.0160550040963228,-0.0368605349366635,-0.00570988419042782,0.0045,"NZ"
2022-08-06,5,-0.0212207173486347,-0.0257228188388035,-0.0165002169073312,-0.0344747559636101,-0.00729670152052748,0.001625,"NZ"
2022-08-07,6,-0.0209480189365983,-0.0248870664876164,-0.0169493707289692,-0.0322460759298564,-0.00898409272633518,0.000125,"NZ"
2022-08-08,7,-0.0206908577389902,-0.0242285084853293,-0.0170834540054647,-0.0308983810333494,-0.0101166106169172,0,"NZ"
2022-08-09,8,-0.0205343922247976,-0.0239727415318434,-0.0170933282519012,-0.0303356106490516,-0.0105221229877258,0.000125,"NZ"
2022-08-10,9,-0.0205893049169625,-0.0239518157953587,-0.0172383324219954,-0.0302011996008815,-0.0107865902981976,0.000125,"NZ"
2022-08-11,10,-0.0207943899786551,-0.0239315857928162,-0.0176009984402994,-0.0300766860241996,-0.0116214509193315,0.000125,"NZ"
2022-08-12,11,-0.0211048592935978,-0.0241080801115574,-0.0182667987022136,-0.0297864098816052,-0.0125831831991866,0,"NZ"
2022-08-13,12,-0.0217338665336873,-0.0246613145710988,-0.018777193187612,-0.030235399105964,-0.0132377363125421,0,"NZ"
2022-08-14,13,-0.0225220317782608,-0.0255553650829832,-0.0193935436514696,-0.0314844684643616,-0.0134849026789928,0,"NZ"
2022-08-15,14,-0.0235107472800986,-0.0266212904219025,-0.0202893174210719,-0.0328241021584499,-0.0141615153036705,0,"NZ"
2022-08-16,15,-0.0246435367020434,-0.0277496693355892,-0.0216069338362603,-0.0336868211490813,-0.0157239378812346,0,"NZ"
2022-08-17,16,-0.0261190771649891,-0.028983639387306,-0.0232497423980658,-0.0346412515832863,-0.0175559096404393,0,"NZ"
2022-08-18,17,-0.0276686478860904,-0.0304970090279937,-0.024789124136039,-0.0362058849693236,-0.0191194647185015,0,"NZ"
2022-08-19,18,-0.0290484052366606,-0.0321296370908239,-0.025955811544883,-0.0381118574555227,-0.0197852118180057,0,"NZ"
2022-08-20,19,-0.0302653196614835,-0.0334907420739996,-0.0270187971125564,-0.0396480085990771,-0.0209233845067097,0,"NZ"
2022-08-21,20,-0.0312596281640332,-0.0344737711931113,-0.0280520129094881,-0.0404976416213014,-0.022257813886931,0,"NZ"
2022-08-22,21,-0.0320662012985791,-0.0351258502417384,-0.0289289843141769,-0.0409632474137359,-0.0234628960572802,0,"NZ"
2022-08-23,22,-0.0326292060068907,-0.035737589763416,-0.0295991758421761,-0.041630197192817,-0.0238766829310339,0,"NZ"
2022-08-24,23,-0.0329425682024889,-0.03627798275026,-0.0297062829300221,-0.042737174346404,-0.0235451190459749,0,"NZ"
2022-08-25,24,-0.0329175325360227,-0.0363073789076489,-0.0295985510845704,-0.0428077973933166,-0.0233985833704608,0,"NZ"
2022-08-26,25,-0.0326406269391386,-0.0359778466488399,-0.0294054515703064,-0.0421037313372356,-0.0233739541250696,0,"NZ"
2022-08-27,26,-0.0320711649889485,-0.0351203557826858,-0.0290091258068614,-0.0411115744780691,-0.0231659757445381,0,"NZ"
2022-08-28,27,-0.0311901913340695,-0.0343988533373059,-0.0282479370105537,-0.0404420977793584,-0.0222101115961967,0,"NZ"
2022-08-29,28,-0.0306178496418759,-0.0340398277867533,-0.027476037709852,-0.0403950105132957,-0.0208833016022979,0,"NZ"
2022-08-30,29,-0.0304226994198471,-0.0338001037305979,-0.0270982647346194,-0.0404317820319513,-0.0200837044982357,0,"NZ"
2022-08-31,30,-0.0304886465958929,-0.0338290219391799,-0.0271618558111715,-0.0402298079780459,-0.0203499909322771,0,"NZ"
2022-09-01,31,-0.0308415820835806,-0.0340860439854247,-0.027643078830091,-0.0401759045294238,-0.0211708261561934,0,"NZ"
2022-09-02,32,-0.0315753008801583,-0.0348026007618991,-0.0283201542400722,-0.0410433014119544,-0.0216128812497903,0,"NZ"
2022-09-03,33,-0.0326909762747776,-0.0360368212231705,-0.0292101692101678,-0.0427781278070063,-0.0221259120037069,0,"NZ"
2022-09-04,34,-0.0340968143585081,-0.0375662603751821,-0.0304879511507778,-0.0445030020285337,-0.0233232380804272,0,"NZ"
2022-09-05,35,-0.0358704998786465,-0.0393029259343687,-0.0322984462425828,-0.0459200485602694,-0.0253326368945464,0,"NZ"
2022-09-06,36,-0.0379817213975184,-0.0414103957514318,-0.0345424413965463,-0.0477521755899167,-0.0280136586587415,0,"NZ"
2022-09-07,37,-0.0404094603764746,-0.0438202259181404,-0.0369279371398128,-0.050290786419642,-0.0302984161442653,0,"NZ"
2022-09-08,38,-0.0426876388405595,-0.0462591653934326,-0.0390233891829435,-0.0532546520315728,-0.03205336084438,0,"NZ"
2022-09-09,39,-0.0446127689231002,-0.0483777528907317,-0.0409152500158942,-0.0557123549238257,-0.0337920204282837,0,"NZ"
2022-09-10,40,-0.0463558462933538,-0.0500282268751582,-0.0427742249039471,-0.0574464300447998,-0.0357019268455598,0,"NZ"
2022-09-11,41,-0.0478629453462056,-0.0513793701940446,-0.0443082594769293,-0.0582833560100751,-0.0377393406989601,0,"NZ"
2022-09-12,42,-0.0490305587455362,-0.0525927516056339,-0.0454603934950402,-0.0598833199494354,-0.0387778596577143,0,"NZ"
2022-09-13,43,-0.0495275096858623,-0.0533213647646393,-0.0457676648968131,-0.0609378016211351,-0.0385979926505556,0,"NZ"
2022-09-14,44,-0.0493637333123056,-0.0533690079955746,-0.0455212785740833,-0.0612413710240189,-0.0381276918831402,0,"NZ"
2022-09-15,45,-0.0485393517278245,-0.0525588795728231,-0.0448041208795491,-0.060212274369987,-0.0374334256033676,0,"NZ"
2022-09-16,46,-0.0470888569847241,-0.0509024752996865,-0.0434921824288632,-0.0586370845115306,-0.0364107289077245,0,"NZ"
2022-09-17,47,-0.0450486477904115,-0.0487824967929773,-0.0414368351110037,-0.056572453455964,-0.0343744926424198,0,"NZ"
2022-09-18,48,-0.0426287786250192,-0.046514141264888,-0.038831898859885,-0.0545719196120021,-0.0315634924970441,0,"NZ"
2022-09-19,49,-0.0399443208015335,-0.0439370927231473,-0.0360081597317978,-0.051865761097132,-0.0286242658070439,0,"NZ"
2022-09-20,50,-0.0369493721953162,-0.0409112585631641,-0.0330320831794679,-0.0485345102014826,-0.0257218333619446,0,"NZ"
2022-09-21,51,-0.0336132238556806,-0.0374718921916113,-0.0299699281761445,-0.0448416284839737,-0.0228766226430104,0,"NZ"
2022-09-22,52,-0.0300759934845489,-0.0338713682267662,-0.0264591210176988,-0.0413065420055604,-0.0190982806372097,0,"NZ"
2022-09-23,53,-0.0263131335358882,-0.0302799803174061,-0.0224087619058904,-0.0379045146105146,-0.0148121117891767,0,"NZ"
2022-09-24,54,-0.0222977437430689,-0.0262672574651934,-0.0183385703399743,-0.0340067674024834,-0.0107751160658096,0,"NZ"
2022-09-25,55,-0.0181467250720919,-0.0220003000139297,-0.0141799478885571,-0.0297282204299317,-0.00671201717057031,0.001,"NZ"
2022-09-26,56,-0.0137362895457871,-0.0174526711625158,-0.00989080726124225,-0.0247838105521561,-0.0026044269822201,0.0065,"NZ"
2022-09-27,57,-0.00911310006028287,-0.012955603936021,-0.00533582090549145,-0.0202606645839628,0.00193978099125525,0.051375,"NZ"
2022-09-28,58,-0.00454659785995348,-0.00848963220449295,-0.000550439416383997,-0.0161665799010352,0.00693165567565385,0.218375,"NZ"
2022-09-29,59,-4.48159091752665e-05,-0.00407435957330327,0.00400136472746593,-0.0119380712949852,0.0115514637856531,0.496875,"NZ"
2022-09-30,60,0.00434190769040876,0.000482525562845559,0.00831289521008083,-0.00726879522775139,0.0157465287052463,0.772375,"NZ"
2022-10-01,61,0.0087045496165814,0.0048992755775521,0.012473331023289,-0.00233143099186601,0.0199561085768278,0.938125,"NZ"
2022-10-02,62,0.0128392530019914,0.00913805935851908,0.0167287851051601,0.00194006110893663,0.0241883781079747,0.9895,"NZ"
2022-10-03,63,0.0167445676663278,0.0128727690574195,0.0208499193088121,0.00544555978436385,0.028512959212684,0.997875,"NZ"
2022-10-04,64,0.0202479300038654,0.0163313612256266,0.0244287273554669,0.00864802719694271,0.0321401577529505,0.99925,"NZ"
2022-10-05,65,0.0234237347915798,0.0195121013251991,0.0274823970721894,0.0118431412063177,0.0352957656700142,1,"NZ"
2022-10-06,66,0.026209988079311,0.0224236557425144,0.030063983178106,0.0151714488330827,0.0376959755392512,1,"NZ"
2022-10-07,67,0.0285449011003194,0.0247360675453152,0.0324831266759762,0.017697581509599,0.0401403337163435,1,"NZ"
2022-10-08,68,0.0304034897979006,0.0264238451375709,0.0345216150105019,0.0190929050818478,0.0425269380308991,1,"NZ"
2022-10-09,69,0.0318212881971198,0.0277892467484053,0.0360665011152446,0.0203338256993982,0.0444091537552586,1,"NZ"
2022-10-10,70,0.0327912198416414,0.028739001898975,0.0368820703737802,0.0214892377200373,0.0449750781328457,1,"NZ"
2022-10-11,71,0.0332396694570747,0.0293424159484148,0.0372400681758831,0.0223220065875251,0.0448179200169146,1,"NZ"
2022-10-12,72,0.0332165968860729,0.0293566808427339,0.0371814254757616,0.022291571981538,0.0446795214061644,1,"NZ"
