"time","t_step","y","lb_50","ub_50","lb_95","ub_95","location","pathogen"
2022-08-30,1,38.014728507722,35.9347670429734,40.2404991096673,32.1791938677561,44.5163211821661,"NZ","SARS-CoV-2"
2022-08-31,2,36.9163052177878,35.0678946709364,38.7783357066098,31.776448048537,42.4351676464547,"NZ","SARS-CoV-2"
2022-09-01,3,35.80028444293,34.1762621016151,37.4355382188502,31.2762392241086,40.6417948412197,"NZ","SARS-CoV-2"
2022-09-02,4,34.7379698394336,33.2981497866013,36.1681568459694,30.6852847055941,38.9561417177001,"NZ","SARS-CoV-2"
2022-09-03,5,33.7020795615933,32.41741414977,34.9842911905968,30.0891572986062,37.5111435846812,"NZ","SARS-CoV-2"
2022-09-04,6,32.7195672080501,31.5170827229225,33.8752052034009,29.3977502847803,36.1914185743114,"NZ","SARS-CoV-2"
2022-09-05,7,31.7650964329406,30.6467086236906,32.8624957204248,28.7061128532464,34.985924872051,"NZ","SARS-CoV-2"
2022-09-06,8,30.845446641607,29.8092848381068,31.9034672541112,27.9818578958369,33.9006663727439,"NZ","SARS-CoV-2"
2022-09-07,9,29.9759276253637,29.0088422058853,30.9967608546796,27.2578221030615,32.8578556719116,"NZ","SARS-CoV-2"
2022-09-08,10,29.1510466556425,28.2208519956757,30.1202905560237,26.5232323562386,31.9764496419501,"NZ","SARS-CoV-2"
2022-09-09,11,28.3712726456452,27.4683731767422,29.3161779772476,25.7852677150496,31.1238897673591,"NZ","SARS-CoV-2"
2022-09-10,12,27.6480340052869,26.7580993305417,28.5651620241047,25.1098780074152,30.3120083358113,"NZ","SARS-CoV-2"
2022-09-11,13,26.9600650335822,26.0813268992835,27.8739072205713,24.4720419640383,29.5932031598277,"NZ","SARS-CoV-2"
2022-09-12,14,26.3112674181025,25.454352337215,27.2036627826781,23.8613039995114,28.9189794433633,"NZ","SARS-CoV-2"
2022-09-13,15,25.7298073029269,24.8668394620419,26.5911642218133,23.2777374464855,28.2712349205186,"NZ","SARS-CoV-2"
2022-09-14,16,25.1675911716265,24.3293630312785,26.0255173476701,22.7562195485934,27.6860887023565,"NZ","SARS-CoV-2"
2022-09-15,17,24.6637902223065,23.8480384145263,25.5077511741571,22.3058424683101,27.152760812535,"NZ","SARS-CoV-2"
2022-09-16,18,24.2176029125864,23.4103050398135,25.0382088228066,21.9088482135544,26.6909636823638,"NZ","SARS-CoV-2"
2022-09-17,19,23.824748685192,23.0227487147325,24.6289874853148,21.5402167386301,26.2518200638917,"NZ","SARS-CoV-2"
2022-09-18,20,23.4744956103127,22.6775665419456,24.2678210274057,21.2135410323912,25.9150113550073,"NZ","SARS-CoV-2"
2022-09-19,21,23.1755001260031,22.3866189948987,23.9610648606856,20.9194746280678,25.5967654511963,"NZ","SARS-CoV-2"
2022-09-20,22,22.9229758096342,22.1317521989018,23.6893503268914,20.7309578186114,25.3104844348262,"NZ","SARS-CoV-2"
2022-09-21,23,22.7232982629965,21.9391675103474,23.4875270143262,20.5416874288921,25.0936264634718,"NZ","SARS-CoV-2"
2022-09-22,24,22.5667018339441,21.7964945390939,23.3446976992086,20.4185061756477,24.9248718862509,"NZ","SARS-CoV-2"
2022-09-23,25,22.4706646669407,21.698018633804,23.2387745592489,20.3451793297586,24.8291437463244,"NZ","SARS-CoV-2"
2022-09-24,26,22.4101976871089,21.6529561108062,23.1979440830275,20.2985550118612,24.7952220782948,"NZ","SARS-CoV-2"
2022-09-25,27,22.4138097835852,21.6663415358944,23.1989088706408,20.2991895440886,24.7687087916934,"NZ","SARS-CoV-2"
2022-09-26,28,22.4839392625568,21.7288770024145,23.2655658675919,20.3326604236331,24.8119025173326,"NZ","SARS-CoV-2"
2022-09-27,29,22.618785582012,21.8571967885439,23.4152898746522,20.4457023021951,24.955647373027,"NZ","SARS-CoV-2"
2022-09-28,30,22.8220032370328,22.0553251415022,23.6234664717574,20.6163211898192,25.1570748919445,"NZ","SARS-CoV-2"
2022-09-29,31,23.0971312523039,22.3361317586559,23.9106719288201,20.8496840233869,25.4491568283582,"NZ","SARS-CoV-2"
2022-09-30,32,23.458405286232,22.6754395178435,24.2766492185934,21.2116585154328,25.8359918096715,"NZ","SARS-CoV-2"
2022-10-01,33,23.8965560001466,23.0980087218066,24.7359219238165,21.6572943752209,26.3068415218496,"NZ","SARS-CoV-2"
2022-10-02,34,24.4275981769835,23.6164693088902,25.2741855983831,22.1470885638177,26.8862688896388,"NZ","SARS-CoV-2"
2022-10-03,35,25.0402127019037,24.2082084920124,25.8950215072992,22.7179053479223,27.5316222725606,"NZ","SARS-CoV-2"
