"time","t_step","y","lb_50","ub_50","lb_95","ub_95","prop","location","pathogen"
2022-08-17,2,-0.0391763545339612,-0.0471667987945863,-0.0312853610338123,-0.0624405073102673,-0.0158207086030784,0.00025,"NZ","SARSCOV2"
2022-08-18,3,-0.0390739740000556,-0.0465009842619389,-0.03172128870921,-0.0606012579920555,-0.0172796378954275,0,"NZ","SARSCOV2"
2022-08-19,4,-0.0388819279006811,-0.0456540375927741,-0.0320749245513224,-0.0591370202304055,-0.0186009955138784,0,"NZ","SARSCOV2"
2022-08-20,5,-0.0385690971585799,-0.0447678773341598,-0.0322444429541646,-0.0570363938574782,-0.0200819179226122,0,"NZ","SARSCOV2"
2022-08-21,6,-0.038156025809978,-0.0438121088239614,-0.0323130863510158,-0.0546217682415448,-0.0216928750267495,0,"NZ","SARSCOV2"
2022-08-22,7,-0.0376421118098977,-0.0428718604382692,-0.032297237346899,-0.0525495541392612,-0.0225341000789422,0,"NZ","SARSCOV2"
2022-08-23,8,-0.0369309682040613,-0.0419543670009999,-0.0320173199302161,-0.050993701495269,-0.0227607329282012,0,"NZ","SARSCOV2"
2022-08-24,9,-0.0362431124208276,-0.0409496887609651,-0.0316382789120419,-0.0495061707374499,-0.0230267781212497,0,"NZ","SARSCOV2"
2022-08-25,10,-0.0354719283252007,-0.039836611470599,-0.0312244002256524,-0.0478408310517028,-0.0229833454321875,0,"NZ","SARSCOV2"
2022-08-26,11,-0.0345777437310972,-0.0385999888982509,-0.0306279379519924,-0.04614490198802,-0.0228681947400694,0,"NZ","SARSCOV2"
2022-08-27,12,-0.0336463045116393,-0.0374791043808407,-0.0298166898121146,-0.0448556922441862,-0.0222654122038383,0,"NZ","SARSCOV2"
2022-08-28,13,-0.03266842860126,-0.0364802005051916,-0.0287285741301354,-0.0440391148223553,-0.0212350717927376,0,"NZ","SARSCOV2"
2022-08-29,14,-0.0317542659752081,-0.0355912813726577,-0.0277818271799961,-0.0431465689865853,-0.0201486870112067,0,"NZ","SARSCOV2"
2022-08-30,15,-0.0308143544429447,-0.0346913784857233,-0.0270461704626026,-0.0419654628494764,-0.0194985438867639,0,"NZ","SARSCOV2"
2022-08-31,16,-0.029962131958573,-0.0337581096301438,-0.0263281055981539,-0.0408792080884666,-0.0190214945988916,0,"NZ","SARSCOV2"
2022-09-01,17,-0.0292483030684869,-0.032959038056828,-0.0253990554750377,-0.0401264238829626,-0.01823648455223,0,"NZ","SARSCOV2"
2022-09-02,18,-0.0284479732162357,-0.0323130206241188,-0.0245100178690398,-0.0398757674222575,-0.0169575115701094,0,"NZ","SARSCOV2"
2022-09-03,19,-0.0277265488551723,-0.0317681395699045,-0.023805139149794,-0.0394133903063097,-0.0161091417541839,0,"NZ","SARSCOV2"
2022-09-04,20,-0.0271793159293232,-0.0311321083065697,-0.0233283512192891,-0.0387375101868194,-0.0157424475684312,0,"NZ","SARSCOV2"
2022-09-05,21,-0.0267221102267949,-0.0304302195467958,-0.0229517549472229,-0.0377679563943858,-0.0155266103294709,0,"NZ","SARSCOV2"
2022-09-06,22,-0.0262186218438514,-0.0300131472846893,-0.0223813536653713,-0.0369045037176512,-0.0149628937572462,0,"NZ","SARSCOV2"
2022-09-07,23,-0.0256961439962842,-0.0296766210108328,-0.0217322968939603,-0.0368525967692906,-0.0141161397552227,0,"NZ","SARSCOV2"
2022-09-08,24,-0.0251982647752573,-0.0291754084815433,-0.0211358745772188,-0.0364009647762857,-0.0134173933095911,0.000125,"NZ","SARSCOV2"
2022-09-09,25,-0.0245684231484151,-0.0285431961827183,-0.0205607747001676,-0.0359419974075297,-0.0128916435970414,0.000125,"NZ","SARSCOV2"
2022-09-10,26,-0.0238946299020573,-0.0277260222192426,-0.0199754675054664,-0.0351882247126006,-0.012763961314686,0,"NZ","SARSCOV2"
2022-09-11,27,-0.023159376337536,-0.0269639185138971,-0.019280621303673,-0.0346798177546916,-0.012010236024741,0,"NZ","SARSCOV2"
2022-09-12,28,-0.022283128672137,-0.0262699189490324,-0.0182928778865741,-0.0341931501708567,-0.0106625319283521,0.000375,"NZ","SARSCOV2"
2022-09-13,29,-0.0212228132474572,-0.0252933480233863,-0.0171364039864595,-0.0333728664686511,-0.00937265880252484,0.000375,"NZ","SARSCOV2"
2022-09-14,30,-0.020050232596712,-0.0240143843581709,-0.015969246417017,-0.0321790384298743,-0.00839724256016005,5e-04,"NZ","SARSCOV2"
2022-09-15,31,-0.0186332951598607,-0.0225011468858725,-0.0148041622635174,-0.0303399871195049,-0.00741769173050844,0.000875,"NZ","SARSCOV2"
