"time","t_step","y","lb_50","ub_50","lb_95","ub_95","location"
2022-09-27,1,71.373951596491,67.4613578241267,75.4960980001121,60.4010122598408,83.7831084398257,"NZ"
2022-09-28,2,72.1960349498215,68.5823988082741,75.8274481225457,62.1554352929393,83.2877892450902,"NZ"
2022-09-29,3,68.747894410535,65.6362549377561,71.8899726824399,59.9474353941014,78.2244838444732,"NZ"
2022-09-30,4,71.1629465341083,68.3346347852977,74.1743010083212,62.9664298360867,80.0902307858344,"NZ"
2022-10-01,5,55.6635788295595,53.5366828569495,57.878335186277,49.7203306723832,62.131772837276,"NZ"
2022-10-02,6,55.5706502716483,53.6005355216253,57.5758742226402,49.9250420214406,61.5552746789419,"NZ"
2022-10-03,7,81.8228724710643,79.1619483218776,84.5334501434795,74.2037257901541,89.8456792249542,"NZ"
2022-10-04,8,86.6688326165726,83.9936682336852,89.4897124688908,79.1900245328058,94.8372943326619,"NZ"
2022-10-05,9,87.9702637914404,85.2451673899182,90.6584848146381,80.3373133333951,95.8038115902427,"NZ"
2022-10-06,10,84.0092936027576,81.5672431068466,86.4989076246806,76.9334970045385,91.6083078253256,"NZ"
2022-10-07,11,87.4011845441339,84.8272558352302,90.0042727698356,80.1139996840812,94.9900274523789,"NZ"
2022-10-08,12,68.4988177668433,66.5422931852276,70.6039026643123,62.9633789903299,74.6230824958142,"NZ"
2022-10-09,13,68.6202949737576,66.6230059177297,70.672217625281,63.098666562232,74.5357587557066,"NZ"
2022-10-10,14,101.190176068423,98.3741159940408,104.161407353396,93.4385455986581,109.710112719726,"NZ"
2022-10-11,15,107.400214698628,104.431340329157,110.563454310001,99.0924869418249,116.416630358811,"NZ"
2022-10-12,16,109.001164210659,106.042196143638,112.080955723342,100.640937175093,118.026317261213,"NZ"
2022-10-13,17,104.023063684668,101.215933883347,106.879503489924,96.0580646830568,112.672643356154,"NZ"
2022-10-14,18,107.960859571074,105.07971227314,110.92743724714,99.7251322576707,116.691710655723,"NZ"
2022-10-15,19,84.3958506697726,82.0906118046761,86.7013174805573,77.8254141158176,91.5361651500696,"NZ"
2022-10-16,20,84.0766209999027,81.773567625982,86.2790615239865,77.5552526488346,90.9841875712218,"NZ"
2022-10-17,21,123.086076510323,119.908174180561,126.302862746918,114.057621723825,133.088531756463,"NZ"
2022-10-18,22,129.630005615131,126.229994774955,133.063338857138,120.240075242616,139.993549675283,"NZ"
2022-10-19,23,130.282220758999,126.951035705122,133.647314920501,120.995305587113,140.526462964036,"NZ"
2022-10-20,24,123.040542083403,119.852220508903,126.255781996796,114.224844631693,133.121940017493,"NZ"
2022-10-21,25,126.283265575152,123.180839262234,129.570776122208,117.364225678289,136.346565012724,"NZ"
2022-10-22,26,97.6136762276066,95.0358976618403,100.235421719655,90.4959536146543,105.409204470078,"NZ"
2022-10-23,27,96.1196618039358,93.5923352246249,98.6008227621366,89.0103327526857,103.702518831505,"NZ"
2022-10-24,28,139.075327296063,135.743546050951,142.643484956728,129.419296454725,150.202003960807,"NZ"
2022-10-25,29,144.834077216572,141.240535360904,148.509794424027,134.801098590616,156.013091656745,"NZ"
2022-10-26,30,144.018068717223,140.531368663578,147.527931626697,133.964935753011,154.929952149844,"NZ"
2022-10-27,31,134.545929609787,131.282539319912,138.010865024747,125.13223645161,144.968507443238,"NZ"
2022-10-28,32,136.698624649141,133.377266875803,140.081837591386,127.092946086577,147.037761668549,"NZ"
2022-10-29,33,104.543472895202,102.021370215401,107.243537312252,97.1632696677319,112.678137600595,"NZ"
2022-10-30,34,101.93370053233,99.4297249743932,104.59446273202,94.8166383889983,109.796830281778,"NZ"
2022-10-31,35,146.45489578576,142.871654741613,150.013377315787,136.536599929686,157.395843167436,"NZ"
2022-11-01,36,151.13990227938,147.523430563086,154.823426105114,141.137360010097,162.335637653655,"NZ"
2022-11-02,37,149.168305010465,145.630947922441,152.881146501666,139.088449206998,160.097549444775,"NZ"
2022-11-03,38,138.507637426959,135.228720876041,141.982009143288,129.25068366949,148.942206498006,"NZ"
2022-11-04,39,139.928529654276,136.635130247973,143.377907957439,130.191022816938,150.133039707446,"NZ"
2022-11-05,40,106.565424376584,103.935498221218,109.213055725322,98.855538354931,114.586410260243,"NZ"
2022-11-06,41,103.445073554798,100.939821040923,106.081631862209,96.1077356357361,111.44471311438,"NZ"
2022-11-07,42,148.082815870226,144.561858457909,151.748035268591,137.717918310306,159.09240790741,"NZ"
2022-11-08,43,152.498580612521,148.921573167777,156.23367225705,142.157545957089,163.592875520334,"NZ"
2022-11-09,44,150.284053081241,146.707781031422,153.959356070463,139.854542513587,161.031343119396,"NZ"
2022-11-10,45,139.480474848511,136.031290402509,142.937581905855,129.877480871235,149.73380892135,"NZ"
2022-11-11,46,140.942642084583,137.554028524152,144.494014159843,131.156282251378,151.152076588426,"NZ"
2022-11-12,47,107.500492744595,104.826746892052,110.277836497913,99.6707398725612,115.601595517866,"NZ"
2022-11-13,48,104.792177106334,102.118948463339,107.434614612824,97.0865574686014,112.527138140227,"NZ"
2022-11-14,49,150.628967232705,147.004186324836,154.426795729009,140.209060765887,161.402302142129,"NZ"
2022-11-15,50,156.284649159181,152.544244752948,160.033406552304,145.558947290937,167.392578926345,"NZ"
2022-11-16,51,155.277005194936,151.483778181748,158.972557193396,144.678391962861,165.930720899925,"NZ"
2022-11-17,52,145.488735742639,142.09211099236,149.077476327036,135.208910020545,155.974672125541,"NZ"
2022-11-18,53,148.782847652947,145.216063976292,152.511383208025,138.392288495192,159.518759208385,"NZ"
2022-11-19,54,114.935108612983,112.178653267437,117.758942982155,106.577586873768,123.464673923143,"NZ"
2022-11-20,55,113.496115139697,110.711098525773,116.325602167962,105.198191028915,121.967865687479,"NZ"
2022-11-21,56,165.385199000245,161.555762415949,169.390855293292,154.221234302681,177.312604899005,"NZ"
2022-11-22,57,173.810418203895,169.772583114186,178.008600198745,161.949060611134,185.696289763098,"NZ"
2022-11-23,58,174.933705529709,170.836616366007,178.840121488361,163.336231507447,186.656076226233,"NZ"
2022-11-24,59,165.793956111058,161.923879308741,169.749338076791,154.840865715082,177.184437093931,"NZ"
2022-11-25,60,171.20222259242,167.202187909579,175.355381502797,159.975717243517,183.02529456814,"NZ"
2022-11-26,61,133.458083140674,130.307530483029,136.682600420648,124.448920499647,142.857051866852,"NZ"
2022-11-27,62,132.935674715687,129.6968665628,136.041518205156,124.087199240109,142.30240439902,"NZ"
2022-11-28,63,195.050767297149,190.682336597799,199.45760383188,182.658960557452,207.958579455991,"NZ"
2022-11-29,64,206.025726020273,201.353458548647,210.689915969902,192.970425519074,219.143400317875,"NZ"
2022-11-30,65,208.134042924271,203.534137520297,212.86236595282,195.089917544488,221.342140316799,"NZ"
2022-12-01,66,197.753648234459,193.435430411109,202.203269859199,185.496224621239,210.581861867464,"NZ"
2022-12-02,67,204.301834108026,199.908445782808,208.908949232054,191.537277781797,218.238327769927,"NZ"
2022-12-03,68,158.974606336779,155.436019791897,162.67846577969,148.504491099126,169.749955092458,"NZ"
2022-12-04,69,157.669209894731,154.2114213759,161.332168918698,147.609209117494,168.391939019653,"NZ"
2022-12-05,70,230.133435131376,225.083954655641,235.208004949219,216.223794661777,244.971273830277,"NZ"
2022-12-06,71,241.252372455129,235.951075697921,246.330797556012,226.197100458113,256.618754867545,"NZ"
2022-12-07,72,241.219375296653,236.054159440884,246.588777896506,226.200562115118,256.828344007412,"NZ"
2022-12-08,73,226.624033395226,221.790640273941,231.641255152621,212.600637219033,241.032454062852,"NZ"
2022-12-09,74,231.024787535135,225.932110643925,236.159294293168,216.47202896627,245.969275059796,"NZ"
2022-12-10,75,176.982855528743,172.977741906018,181.084905742079,165.608781201669,189.052278279264,"NZ"
2022-12-11,76,172.492936553107,168.615784504014,176.350409141167,161.492055925032,184.051642345742,"NZ"
2022-12-12,77,246.607730574997,241.376949039482,252.165629940254,231.879884290687,263.022536140114,"NZ"
2022-12-13,78,253.145289035485,247.577448403182,258.656962979493,238.012334419147,269.145078333009,"NZ"
2022-12-14,79,247.277340314517,241.965669629724,253.019719781577,232.359535723837,263.213751850943,"NZ"
2022-12-15,80,226.920271569308,221.83888909383,231.892490074076,212.933636736169,241.607727180372,"NZ"
2022-12-16,81,225.671988377975,220.635860730707,230.641487662538,211.714480109187,240.142264370714,"NZ"
2022-12-17,82,168.59439618725,164.693472825131,172.590697567865,157.696262197238,180.068588177746,"NZ"
2022-12-18,83,160.391268166101,156.861771359199,163.892335295248,150.131678304063,170.850422582546,"NZ"
2022-12-19,84,224.320537931536,219.459295241392,229.138311243071,210.371294242572,238.665953533733,"NZ"
2022-12-20,85,225.325354320519,220.445381139522,230.292084033943,211.096911956841,239.90811156033,"NZ"
2022-12-21,86,216.276688546674,211.637328936205,221.225381487494,202.961938798481,230.379014859336,"NZ"
2022-12-22,87,195.559968711507,191.000521751326,199.914552488858,183.069099419154,208.381297209173,"NZ"
2022-12-23,88,192.189200135154,187.862161009839,196.505349771532,179.757731122434,205.008939531025,"NZ"
2022-12-24,89,142.502574055429,139.016274644064,145.987115474421,132.705527465813,152.668046387942,"NZ"
2022-12-25,90,134.883364034699,131.732536618314,138.139684725716,125.68197140599,144.43406575026,"NZ"
2022-12-26,91,188.432026550484,183.965383972314,192.770096613934,175.590305603005,201.525290280756,"NZ"
2022-12-27,92,189.636086978353,185.209442748765,193.999963439799,176.921357282797,202.990590485049,"NZ"
2022-12-28,93,182.684702532685,178.452335450879,186.991453523443,170.534018026387,195.486872617749,"NZ"
2022-12-29,94,165.799744708676,161.948092870087,169.828158241316,154.66967018494,177.472054078537,"NZ"
