"time","t_step","y","lb_50","ub_50","lb_95","ub_95","prop","location","pathogen"
2022-07-27,2,-0.0392006043621524,-0.0458164535918082,-0.0322951268488842,-0.0597057017264026,-0.0190527969662029,0.000125,"NZ","SARSCOV2"
2022-07-28,3,-0.038929764915649,-0.0451990393398585,-0.0326357040969967,-0.0578312576358598,-0.0205536996877289,0,"NZ","SARSCOV2"
2022-07-29,4,-0.0386638802584112,-0.0443704977222592,-0.032996156799264,-0.055754360502161,-0.0219022871283069,0,"NZ","SARSCOV2"
2022-07-30,5,-0.0382614551616394,-0.0434733658001762,-0.0332593942915529,-0.0535532987153608,-0.0232282487777431,0,"NZ","SARSCOV2"
2022-07-31,6,-0.0377985469886633,-0.0424290920115351,-0.0333434500405407,-0.0515925536166806,-0.0246620560933005,0,"NZ","SARSCOV2"
2022-08-01,7,-0.0374064209901226,-0.0414543963608973,-0.0332867030227151,-0.049845730475999,-0.0254348532362606,0,"NZ","SARSCOV2"
2022-08-02,8,-0.0369278748293276,-0.0407516012771214,-0.0329738671446644,-0.0485115378780956,-0.0255992374291558,0,"NZ","SARSCOV2"
2022-08-03,9,-0.0365139342775622,-0.0401625606257248,-0.0327131489872192,-0.0474518425583105,-0.0257291177722556,0,"NZ","SARSCOV2"
2022-08-04,10,-0.0360026343093773,-0.0395847057204803,-0.0324785494432864,-0.0461135888011098,-0.0259665655209717,0,"NZ","SARSCOV2"
2022-08-05,11,-0.0355682145089724,-0.0389361013020468,-0.0323290907883231,-0.0449938911897865,-0.0261776901880187,0,"NZ","SARSCOV2"
2022-08-06,12,-0.0352294204938191,-0.038374895829804,-0.0319701533521335,-0.0444753210070013,-0.0259078177423551,0,"NZ","SARSCOV2"
2022-08-07,13,-0.034778555292267,-0.0379830086538697,-0.031408477336236,-0.0444999394266743,-0.0252097445957964,0,"NZ","SARSCOV2"
2022-08-08,14,-0.0342776281597774,-0.0376005511005144,-0.0309649276486557,-0.0441165966054816,-0.0245355235369222,0,"NZ","SARSCOV2"
2022-08-09,15,-0.0338247064808783,-0.0370450400038922,-0.0305440174233707,-0.0432118860470662,-0.0240588619915851,0,"NZ","SARSCOV2"
2022-08-10,16,-0.0333141091982387,-0.0364483798013864,-0.0301469351269998,-0.0423088580159256,-0.0237476508568775,0,"NZ","SARSCOV2"
2022-08-11,17,-0.0328155142862521,-0.0358973341480593,-0.0295689375675301,-0.0417675847961386,-0.0232347338523475,0,"NZ","SARSCOV2"
2022-08-12,18,-0.0323633564280597,-0.0356779351499645,-0.0290580591113587,-0.0419091316632908,-0.0224570771802208,0,"NZ","SARSCOV2"
2022-08-13,19,-0.0321159256225467,-0.0355720977075942,-0.0287073154516679,-0.0417738742713166,-0.0218451444409485,0,"NZ","SARSCOV2"
2022-08-14,20,-0.031997393723707,-0.0353913306311906,-0.0286701005828398,-0.0415441917394586,-0.0220193804129014,0,"NZ","SARSCOV2"
