"time","t_step","y","lb_50","ub_50","lb_95","ub_95","prop","location","pathogen"
2022-08-24,2,-0.0270616260987904,-0.0354749059847403,-0.0186189070973282,-0.0519280298675163,-0.00379314048578717,0.01175,"NZ","SARSCOV2"
2022-08-25,3,-0.0270432745756639,-0.0348057596403121,-0.0190150095638265,-0.050064078217549,-0.00500462765913412,0.009125,"NZ","SARSCOV2"
2022-08-26,4,-0.0268719225534482,-0.0342736366353215,-0.0194531167012941,-0.0484144415757527,-0.00622910918445601,0.0065,"NZ","SARSCOV2"
2022-08-27,5,-0.0267024345604567,-0.0335400960937937,-0.0199003637616019,-0.0465151980418116,-0.00754950272689411,0.00375,"NZ","SARSCOV2"
2022-08-28,6,-0.0265764771923449,-0.03277515530849,-0.0203312817438221,-0.0444827241179779,-0.00881512290254079,0.001875,"NZ","SARSCOV2"
2022-08-29,7,-0.0263227621705384,-0.0320880526562277,-0.0205795336255703,-0.0426681085221052,-0.00979358335642356,0.000875,"NZ","SARSCOV2"
2022-08-30,8,-0.0262462624897004,-0.0316204178310223,-0.0208205245086437,-0.0415462882168428,-0.0106622584268209,0.000125,"NZ","SARSCOV2"
2022-08-31,9,-0.0260436854303503,-0.031119258822316,-0.0210925264160156,-0.0406299666248495,-0.0115213808744644,0.000125,"NZ","SARSCOV2"
2022-09-01,10,-0.0259236394801348,-0.030567770709411,-0.0212866699484285,-0.0394457899007004,-0.0125660985295672,0,"NZ","SARSCOV2"
2022-09-02,11,-0.0259435989943584,-0.0300769723188838,-0.0214644960913742,-0.0382995073996219,-0.0135110708480973,0,"NZ","SARSCOV2"
2022-09-03,12,-0.0257694975734837,-0.0299628505772458,-0.0215792629233889,-0.0377992749578568,-0.0139464564150026,0,"NZ","SARSCOV2"
2022-09-04,13,-0.0256404598698106,-0.0298658053469542,-0.0214811392307371,-0.0375527968577087,-0.0136967660058363,0,"NZ","SARSCOV2"
2022-09-05,14,-0.0255681944286283,-0.0296877378302448,-0.0213689969700542,-0.0374001957724106,-0.0135133797665744,0,"NZ","SARSCOV2"
2022-09-06,15,-0.0253743877386097,-0.0293269955825973,-0.0213478675492529,-0.0368270684124422,-0.0135441862133185,0,"NZ","SARSCOV2"
2022-09-07,16,-0.0251206021430928,-0.0289508670435478,-0.0212603864505014,-0.0364323158437839,-0.0136551009580957,0,"NZ","SARSCOV2"
2022-09-08,17,-0.0247960935553633,-0.0286721522548076,-0.0210125789571018,-0.0362171701060167,-0.0135570930165137,0,"NZ","SARSCOV2"
2022-09-09,18,-0.0244214611581599,-0.0283371081769755,-0.0204556664938699,-0.0361165665884668,-0.0129548103269425,0,"NZ","SARSCOV2"
