"time","t_step","y","lb_50","ub_50","lb_95","ub_95","prop","location"
2022-09-28,2,0.0267475378782693,0.0186019116839657,0.0346803892436716,0.0030477487860233,0.0501882940238976,0.98625,"NZ"
2022-09-29,3,0.026848511233915,0.0193175880610705,0.0343793925826714,0.00432627778096668,0.048783547519881,0.991,"NZ"
2022-09-30,4,0.0271268607946156,0.0201444262957176,0.0342152710788508,0.00655903451315845,0.0477340876392463,0.99475,"NZ"
2022-10-01,5,0.0274837332829487,0.0211729415212665,0.034077820196915,0.00842206683728992,0.046672150952678,0.998,"NZ"
2022-10-02,6,0.0279799754773276,0.0222412908535681,0.0341431452180034,0.010857138910177,0.0456079860135867,0.99925,"NZ"
2022-10-03,7,0.0286125045167709,0.0233184855546289,0.0342715580172732,0.0129697282918854,0.0450052997625394,0.99975,"NZ"
2022-10-04,8,0.0292439911977009,0.0242488807395254,0.0344521621375022,0.0143768120516585,0.0445713545581381,1,"NZ"
2022-10-05,9,0.0297367495474621,0.0251668279968493,0.0346006178859266,0.0160338760829654,0.0440727045922265,1,"NZ"
2022-10-06,10,0.0302882079093294,0.0259086424563379,0.0346922289653098,0.0174794277033826,0.0434880957528367,1,"NZ"
2022-10-07,11,0.0306964540529422,0.0266328294368456,0.0347943557349852,0.0191118923722938,0.0428666165250689,1,"NZ"
2022-10-08,12,0.0309537276054046,0.0271077670164321,0.0348883546366707,0.0199571436156194,0.0423568275892085,1,"NZ"
2022-10-09,13,0.0310366672986695,0.0272923973101862,0.0349278855014905,0.0202540639510827,0.0421715719712011,1,"NZ"
2022-10-10,14,0.0309689264661315,0.0271908428655061,0.0347644049037881,0.0201247903308103,0.0421740339359525,1,"NZ"
2022-10-11,15,0.0305700866132428,0.02705355947536,0.0342917078799907,0.0202623821549617,0.0415004567020194,1,"NZ"
2022-10-12,16,0.0300424975569618,0.026648540013221,0.0335280156783104,0.0201878193164574,0.0403188778213654,1,"NZ"
2022-10-13,17,0.0292636557500385,0.0259739411182427,0.0326640134090244,0.0194077167133979,0.0394974142856015,1,"NZ"
2022-10-14,18,0.0283504358591351,0.0249293810140414,0.0317760589347789,0.0181919037861114,0.0388141650539171,1,"NZ"
2022-10-15,19,0.0271639506109218,0.0236432547327017,0.0306428219454782,0.017003758183152,0.0377895699462794,1,"NZ"
2022-10-16,20,0.0258305628235962,0.0223863016662984,0.0291947869839999,0.0158699030035222,0.0361145850355646,1,"NZ"
2022-10-17,21,0.0242675792126978,0.0209516762980935,0.0274372114662258,0.0147280364637594,0.0342519873702252,1,"NZ"
2022-10-18,22,0.0224965700724389,0.0192393508413446,0.0256706175064234,0.0131453514179542,0.0322409319374606,1,"NZ"
2022-10-19,23,0.0207185290357481,0.0174132082596405,0.0240902837850947,0.0110440072643716,0.0307610892090949,1,"NZ"
2022-10-20,24,0.0190378702748037,0.0156931921723957,0.0224991261868721,0.00922231950608121,0.0291911219518642,1,"NZ"
2022-10-21,25,0.0173794294871663,0.0141087940835964,0.0207784236529753,0.00781613130778376,0.027374797290962,0.999625,"NZ"
2022-10-22,26,0.0157499799575889,0.012599567839404,0.0190000609569625,0.00658365239662595,0.0251683778996124,0.9995,"NZ"
2022-10-23,27,0.0141335061121892,0.0110403483101142,0.0173423079779129,0.00511262370273275,0.0236438357789094,0.99925,"NZ"
2022-10-24,28,0.0126442383896173,0.00940596305014019,0.015913659640872,0.00325063254810454,0.0222968183286463,0.995,"NZ"
2022-10-25,29,0.0111250940438268,0.00787536864516136,0.0144699007964655,0.00164637755341468,0.0209642739756217,0.987875,"NZ"
2022-10-26,30,0.00970996855014317,0.00654930122691755,0.013012755950103,0.000275474032132017,0.0194166754416177,0.978375,"NZ"
2022-10-27,31,0.0083937367329816,0.00525542174891491,0.0115425569905694,-0.000645864042113664,0.0177088958185773,0.963875,"NZ"
2022-10-28,32,0.00715781164898477,0.00392368974705604,0.0101742030377134,-0.00197849362844598,0.0162300206076362,0.933125,"NZ"
2022-10-29,33,0.0059644524650202,0.0026543583926053,0.00917774117846681,-0.00370521471882987,0.0153307057801312,0.884125,"NZ"
2022-10-30,34,0.00484239200982373,0.00156522234995271,0.00817425671864003,-0.00508615728779578,0.0141616572513568,0.835125,"NZ"
2022-10-31,35,0.00393742786965001,0.00067996783224733,0.0071521628453699,-0.00584740662237182,0.0131989826100154,0.7935,"NZ"
2022-11-01,36,0.00315166229256514,3.65622410778421e-05,0.00622742749870731,-0.00623036248831328,0.0120867421692496,0.752875,"NZ"
2022-11-02,37,0.0025326131045369,-0.000681800017288348,0.00557092038605456,-0.0068193733142355,0.0114770072819034,0.704625,"NZ"
2022-11-03,38,0.00193197755850916,-0.00138931833453992,0.00516869889242266,-0.00780442497135831,0.0112071996782075,0.653625,"NZ"
2022-11-04,39,0.001487119295013,-0.0019332906996854,0.00472912643926326,-0.00854867402793176,0.0108233357032093,0.61575,"NZ"
2022-11-05,40,0.00109480041357823,-0.00222220266187567,0.0042722248128908,-0.00857765841739215,0.0101090085679547,0.5905,"NZ"
2022-11-06,41,0.000837388893156099,-0.00237882753849883,0.003892894514403,-0.00855882634583443,0.00954599377541445,0.57075,"NZ"
2022-11-07,42,0.000714144613874979,-0.00254313882196477,0.00374661322745551,-0.0089482014931864,0.00935506472640699,0.560875,"NZ"
2022-11-08,43,0.000696562619197483,-0.00266118629751233,0.00392403240157657,-0.00940935632701874,0.00990640612268009,0.557625,"NZ"
2022-11-09,44,0.000912369413460734,-0.00242115584566727,0.00423364558822437,-0.00938337481364904,0.0104793662302643,0.57375,"NZ"
2022-11-10,45,0.00137848611772329,-0.0019313209064642,0.00465910702587546,-0.00869929971963868,0.0108839037195509,0.60925,"NZ"
2022-11-11,46,0.00202141972947611,-0.0012201017712854,0.00515523698351106,-0.00749579505409594,0.0110311231563263,0.666125,"NZ"
2022-11-12,47,0.00295096396354788,-0.000319154660489485,0.00606767196062985,-0.00647975823939275,0.0116766448530855,0.72825,"NZ"
2022-11-13,48,0.00412955649547264,0.000797975366094494,0.00735046078698787,-0.00577672720056646,0.0131491072739651,0.799375,"NZ"
2022-11-14,49,0.00561271754742743,0.00221830837887715,0.00883089657646119,-0.00439816806401054,0.0147541253959891,0.87025,"NZ"
2022-11-15,50,0.0072537304899436,0.00406619884853265,0.0104666683008354,-0.00222488550015689,0.0163044839751942,0.929875,"NZ"
2022-11-16,51,0.00925486682382459,0.00626610768466729,0.012321196814659,0.000190710744550526,0.0180333620813471,0.97775,"NZ"
2022-11-17,52,0.0114879305030753,0.00846327969394189,0.0145407616148905,0.00246242428210091,0.0202804063295039,0.9935,"NZ"
2022-11-18,53,0.0136189911685003,0.0104613277047261,0.0167835487966181,0.00420180787083591,0.0229382236324466,0.9975,"NZ"
2022-11-19,54,0.0155591958565204,0.0123971474006654,0.0188551413576927,0.00612724753415059,0.0251491702214375,0.9995,"NZ"
2022-11-20,55,0.0173424449206747,0.0142237128350873,0.0204956524080966,0.0081559956835195,0.0266879554688514,0.99975,"NZ"
2022-11-21,56,0.0188976404868999,0.0159588826847779,0.0219813682349559,0.0101076102788969,0.0278921496006654,1,"NZ"
2022-11-22,57,0.020374411563763,0.0173894966635981,0.0234688348432877,0.0115314815478337,0.0292154494883792,1,"NZ"
2022-11-23,58,0.0216358961833771,0.0185006840174151,0.0248353555836061,0.0125355408288959,0.0309910927696112,1,"NZ"
2022-11-24,59,0.0228057096993086,0.0195615341439763,0.0260602117870203,0.0135046721648241,0.0322503264190187,1,"NZ"
2022-11-25,60,0.0237978023536218,0.0206866885102264,0.0269642247579283,0.0146694686163571,0.0329850875060787,1,"NZ"
2022-11-26,61,0.0246989450733013,0.0217189831112388,0.0277001836057882,0.0159306028224228,0.0336070028844902,1,"NZ"
2022-11-27,62,0.0253922396970103,0.0224643064375296,0.0284065381877576,0.0166480353757048,0.0343248184810854,1,"NZ"
2022-11-28,63,0.025813725809094,0.0227132523298978,0.028934303944423,0.0167865418561901,0.0352217466269683,1,"NZ"
2022-11-29,64,0.0259072732285004,0.0227087811998208,0.0290855154986065,0.0167126398928679,0.0354028796924614,1,"NZ"
2022-11-30,65,0.0256701626646367,0.0225331395062878,0.0287754023919238,0.0167397164947565,0.0349045365505471,1,"NZ"
2022-12-01,66,0.0250748833755061,0.0220746802495502,0.0280101772382526,0.0165134210899543,0.0338924965544895,1,"NZ"
2022-12-02,67,0.0241387594784195,0.0211649145082939,0.0271480018128885,0.0155910916780726,0.0327142763436853,1,"NZ"
2022-12-03,68,0.0228734699509721,0.0199170488491578,0.0260895868251392,0.0140371953244483,0.0319352484939175,1,"NZ"
2022-12-04,69,0.0215106818336932,0.018479313558889,0.0247490438592866,0.0125812714852644,0.0307732699163336,1,"NZ"
2022-12-05,70,0.0198530692409942,0.0168304299908806,0.0229927896822686,0.0110359738601321,0.0289125266867142,1,"NZ"
2022-12-06,71,0.0179967437194084,0.015110403454123,0.0208682073003501,0.00952647399341833,0.0267902856987879,1,"NZ"
2022-12-07,72,0.0158659037027653,0.0129574535606816,0.0188173440852319,0.00743231593176381,0.0248480414383981,1,"NZ"
2022-12-08,73,0.0133955767631702,0.0103388575167906,0.0164680981478924,0.00446187516657983,0.0225564054948727,0.999125,"NZ"
2022-12-09,74,0.0105598697649469,0.00752943774646098,0.0136821780281697,0.00154040426852433,0.0196948346428308,0.990375,"NZ"
2022-12-10,75,0.00744913289247062,0.00449593502696666,0.010472215693978,-0.00131294945835696,0.0163008304905008,0.952,"NZ"
2022-12-11,76,0.0040475668943647,0.00110696668773236,0.006888681256497,-0.00456858199079355,0.012388571738584,0.82725,"NZ"
2022-12-12,77,0.000293671365872772,-0.00263411530654434,0.0031823960547348,-0.00812520379395119,0.0086175979958792,0.527,"NZ"
2022-12-13,78,-0.00338520017280519,-0.00648985455111029,-0.000410955007879688,-0.0123909351762137,0.00530379148730429,0.22025,"NZ"
2022-12-14,79,-0.00703603384650009,-0.0101921573625494,-0.00406405401914589,-0.0163224187350618,0.00199948194690473,0.061375,"NZ"
2022-12-15,80,-0.010580056358346,-0.0137318364484673,-0.00763101028814273,-0.0198060706945811,-0.00176845103976359,0.009375,"NZ"
2022-12-16,81,-0.0140632500639608,-0.0171101293787925,-0.01118291519666,-0.0230290909223611,-0.00552765041236985,0.00025,"NZ"
2022-12-17,82,-0.0173663700433728,-0.0204319295642137,-0.0143327665331767,-0.0264459512665312,-0.00894950406870192,0.00025,"NZ"
