"time","t_step","y","lb_50","ub_50","lb_95","ub_95","prop","location","pathogen"
2022-09-07,2,-0.0223431786864079,-0.0310137732780587,-0.013418242180933,-0.0479367655961922,0.00306008689563201,0.039625,"NZ","SARSCOV2"
2022-09-08,3,-0.0221869201905167,-0.0305623126328396,-0.0138353478313293,-0.0465509731363021,0.00158853861594871,0.034125,"NZ","SARSCOV2"
2022-09-09,4,-0.0218812345661556,-0.0297698637234088,-0.0140858636721943,-0.0448362424546381,0.000406064829865171,0.027125,"NZ","SARSCOV2"
2022-09-10,5,-0.0215474998556036,-0.0287497996802679,-0.014402316162146,-0.0430165223918391,-0.00085184384669973,0.02075,"NZ","SARSCOV2"
2022-09-11,6,-0.0211193726325769,-0.0277878648534816,-0.0144844492486296,-0.0408638888201006,-0.00213059638001483,0.01575,"NZ","SARSCOV2"
2022-09-12,7,-0.0205517310535595,-0.0267022196325315,-0.0144319467032156,-0.0387923086135057,-0.00289907175151082,0.01175,"NZ","SARSCOV2"
2022-09-13,8,-0.0198024566743056,-0.0256471430681684,-0.014085210845552,-0.0368143069941763,-0.00312449311113999,0.009375,"NZ","SARSCOV2"
2022-09-14,9,-0.0188896260820879,-0.0243432842300986,-0.0134333628808982,-0.0349630497826373,-0.00319452062792475,0.008625,"NZ","SARSCOV2"
2022-09-15,10,-0.0178331590551069,-0.022894869899491,-0.0126431327698533,-0.0329880176604976,-0.00314990937177017,0.00925,"NZ","SARSCOV2"
2022-09-16,11,-0.0164440195999331,-0.0212478004338469,-0.0117323439856516,-0.0303731909304624,-0.00275807830709439,0.010125,"NZ","SARSCOV2"
2022-09-17,12,-0.0149271854504816,-0.019522169966282,-0.0104334634137315,-0.0283178616340927,-0.00184689567097601,0.013625,"NZ","SARSCOV2"
2022-09-18,13,-0.0133465063413782,-0.0178621241669857,-0.00891054265705615,-0.0263670158923099,-0.00032183642047582,0.021625,"NZ","SARSCOV2"
2022-09-19,14,-0.0116470242169739,-0.0161391589517901,-0.00739871823790006,-0.0244771301586479,0.00113743876463421,0.036125,"NZ","SARSCOV2"
2022-09-20,15,-0.00990133475740218,-0.0142240591017819,-0.00577796325279611,-0.0223210984443714,0.00236734401378531,0.060375,"NZ","SARSCOV2"
2022-09-21,16,-0.00812463642735484,-0.0122821736168802,-0.00418853392982454,-0.020037817773721,0.00360436332982574,0.08725,"NZ","SARSCOV2"
2022-09-22,17,-0.00631105332213622,-0.0103411551248604,-0.00227452419376406,-0.0183897472258357,0.00527067454072487,0.146,"NZ","SARSCOV2"
2022-09-23,18,-0.00429604473056444,-0.00838989529708001,-0.000172094808279288,-0.0165837252546097,0.00745139154614388,0.239875,"NZ","SARSCOV2"
