"time","t_step","y","lb_50","ub_50","lb_95","ub_95","prop","location","pathogen"
2022-06-08,2,-0.00214148555453697,-0.0104360764589986,0.00619408774433317,-0.0260123002387872,0.0216126127506634,0.431,"NZ","SARSCOV2"
2022-06-09,3,-0.00153103816857669,-0.00919382164337446,0.00618894075522736,-0.0236753349234324,0.0204745324161774,0.44975,"NZ","SARSCOV2"
2022-06-10,4,-0.000573083610482916,-0.00791736110739572,0.00642633281942595,-0.0212175405333409,0.0196309603454442,0.479375,"NZ","SARSCOV2"
2022-06-11,5,0.00051878208156797,-0.00610579265157329,0.00689047081194372,-0.0183154036694376,0.0191731571637006,0.5205,"NZ","SARSCOV2"
2022-06-12,6,0.00193552960119492,-0.00389208274007169,0.00771137831052959,-0.0148777475013791,0.0187185334962686,0.587625,"NZ","SARSCOV2"
2022-06-13,7,0.00355047036694556,-0.00169665846785794,0.00879281978407498,-0.0115559596517204,0.0189572739294073,0.677625,"NZ","SARSCOV2"
2022-06-14,8,0.00547939770692207,0.000583422761507135,0.0103616704488614,-0.00869545326826007,0.0196439431886213,0.775375,"NZ","SARSCOV2"
2022-06-15,9,0.00756191354079827,0.00306441491835718,0.012044332643552,-0.00551404972744158,0.0206497023108904,0.869875,"NZ","SARSCOV2"
2022-06-16,10,0.00977847955341904,0.00568898532317141,0.0138362784040202,-0.00219648670922796,0.0219308174276696,0.9465,"NZ","SARSCOV2"
2022-06-17,11,0.0121845908359184,0.00842758134096111,0.0157909559020368,0.00128606308648496,0.0231305838547779,0.9875,"NZ","SARSCOV2"
2022-06-18,12,0.0146296328474262,0.0110650397287619,0.0181220720749065,0.00444770009150364,0.0250027356437633,0.998375,"NZ","SARSCOV2"
2022-06-19,13,0.0170181851091131,0.0134424205650827,0.0205832770310879,0.006837262768762,0.0276208886986566,0.99975,"NZ","SARSCOV2"
2022-06-20,14,0.0192953141078673,0.015786344043714,0.022861804102891,0.00906544132761762,0.0300418897983748,0.999875,"NZ","SARSCOV2"
2022-06-21,15,0.0214817971250376,0.0181202554584281,0.0249565735480064,0.0116051929757762,0.0319165308892259,1,"NZ","SARSCOV2"
2022-06-22,16,0.0235793599791321,0.0203150571852893,0.0268756182844918,0.0143238870369566,0.0335883156102821,1,"NZ","SARSCOV2"
2022-06-23,17,0.0255721813029672,0.0222115154522884,0.0288618025180507,0.0162590726846797,0.0356825541983203,1,"NZ","SARSCOV2"
