"time","t_step","y","lb_50","ub_50","lb_95","ub_95","location"
2022-08-23,1,233.484471640793,225.319335718775,241.975885550744,209.854435876062,258.255339384396,"NZ"
2022-08-24,2,227.173632933194,220.33746880361,234.379392153284,207.081357557074,247.959362643263,"NZ"
2022-08-25,3,221.207366269265,215.278607703509,227.202202882297,204.147333024407,238.497062115715,"NZ"
2022-08-26,4,215.312583749145,210.183196295997,220.489598497702,200.411310414178,230.537983954837,"NZ"
2022-08-27,5,209.656570762544,204.988918403409,214.319681290752,196.2926924541,223.374362196076,"NZ"
2022-08-28,6,204.21100415527,199.797914946144,208.480404336371,191.503450668564,217.086311444657,"NZ"
2022-08-29,7,198.884577035366,194.609393939048,202.917696263762,186.638518088653,211.142960977405,"NZ"
2022-08-30,8,193.61606967539,189.516529104096,197.594085906285,182.044831429437,205.65590711696,"NZ"
2022-08-31,9,188.426967055615,184.342443923566,192.365531212506,177.117550502571,200.10065761019,"NZ"
2022-09-01,10,183.183883662592,179.128803759343,187.065245718604,171.923201358073,194.861282525595,"NZ"
2022-09-02,11,177.843220313833,173.904513730035,181.770211078574,166.58910237811,189.471790009517,"NZ"
2022-09-03,12,172.413763002115,168.550975159806,176.281755867346,161.316489567761,184.042112205721,"NZ"
2022-09-04,13,166.84846659816,163.099648807943,170.609871673673,156.055484148607,178.238451185213,"NZ"
2022-09-05,14,161.038670157712,157.384935947444,164.781853030169,150.566193478063,172.281838469806,"NZ"
2022-09-06,15,155.106156945235,151.532376969495,158.832370762116,144.796465579456,166.168472032464,"NZ"
2022-09-07,16,149.068023605509,145.508577871403,152.727622147421,138.94987383577,159.738809288961,"NZ"
2022-09-08,17,142.883723036735,139.387689210883,146.406336037615,132.945741736233,153.179247587628,"NZ"
2022-09-09,18,136.567182904445,133.293581282953,140.004157852639,126.972648077758,146.632523453404,"NZ"
2022-09-10,19,130.344193459193,127.153709638239,133.659817567429,121.132865492718,140.137464913829,"NZ"
2022-09-11,20,124.256315876914,121.155541679513,127.371921815466,115.365536522099,133.677665426135,"NZ"
2022-09-12,21,118.286553712861,115.264979309129,121.265026215702,109.82403249712,127.242517224085,"NZ"
2022-09-13,22,112.55616528865,109.633925493776,115.442321125633,104.449571395665,121.029659534614,"NZ"
2022-09-14,23,107.061332953672,104.323718502975,109.905439243633,99.2857254487378,115.168753600906,"NZ"
2022-09-15,24,101.930370456119,99.2844746748831,104.693541143705,94.4761005425836,109.736910957502,"NZ"
2022-09-16,25,97.2522348170368,94.6339014601452,99.8888690551588,89.88535397668,104.867610647473,"NZ"
2022-09-17,26,92.8923278318102,90.3782662582529,95.4496918730226,85.7756681651249,100.313765145188,"NZ"
2022-09-18,27,88.9614677620082,86.5128670982804,91.4431854051046,82.0258953484402,96.1629595311079,"NZ"
2022-09-19,28,85.4413671204039,83.0517852658432,87.8379508852607,78.6279271054188,92.4888504040263,"NZ"
2022-09-20,29,82.3558593174467,79.9585451928506,84.6607139246987,75.6318053040221,89.2207541979019,"NZ"
2022-09-21,30,79.5898862273008,77.2280996501559,81.8702983533958,72.8689919282108,86.3942455217769,"NZ"
2022-09-22,31,77.1860969738504,74.8893606951459,79.4692594459608,70.6784307351005,83.8525275136463,"NZ"
2022-09-23,32,75.1354294391351,72.960442181999,77.3847281086025,68.7743186309826,81.7047366715936,"NZ"
2022-09-24,33,73.4826138040897,71.311029754887,75.6780394077334,67.2001629018755,79.8447680935148,"NZ"
2022-09-25,34,72.1692991705056,69.9808061229576,74.3097355472253,65.9435401405609,78.3784613048835,"NZ"
2022-09-26,35,71.1680968302757,68.9792908945061,73.279067187324,64.9729173572219,77.368283832556,"NZ"
2022-09-27,36,70.4742611931104,68.356826460656,72.6246459851031,64.3101470313613,76.6417660651627,"NZ"
2022-09-28,37,70.1353764528565,68.0451145307743,72.2719817067916,63.9974947480042,76.3146728740465,"NZ"
2022-09-29,38,70.1145373097006,68.0815007351456,72.2652573931836,64.0611928955386,76.2105978519471,"NZ"
2022-09-30,39,70.417324650823,68.3893058212136,72.5842518348989,64.2978387577774,76.5245693986896,"NZ"
2022-10-01,40,71.0147146916181,68.9952767183455,73.1732260100483,64.7760613540171,77.2339415397711,"NZ"
2022-10-02,41,71.9263734912884,69.8882657179256,74.126041867664,65.73787612783,78.2183289985302,"NZ"
2022-10-03,42,73.1605658646724,71.0804906305793,75.3939961389862,66.9922493312754,79.509974547068,"NZ"
2022-10-04,43,74.6853596506883,72.5423939191017,76.942202393788,68.4615592399019,81.1393581820905,"NZ"
2022-10-05,44,76.4738126709371,74.3028314859287,78.7807289632109,70.2045937690149,83.0667055454159,"NZ"
2022-10-06,45,78.5637199227577,76.2965162409334,80.8594157899335,72.0761743218822,85.3107933985933,"NZ"
2022-10-07,46,80.8667305760527,78.5353489675162,83.1837943156904,74.1875714324128,87.8569552520347,"NZ"
